depth,magnitude_a,time,latitude,longitude
50.8,6,19861201051531.5, 38525 , 142082 
12,5.1,19861212035746.9, 24267 , 126596 
358.2,5.2,19861214091130.8, 32505 , 137567 
3.3,5.9,19861230093832.3, 36384 , 137553 
47,5.2,19861231210739.8, 41128 , 142392 
12,5.2,19870101135538.7, 44003 , 148009 
486,5.1,19870104192145.6, 49469 , 149168 
135,5.5,19870106140752.3, 23225 , 122232 
71.6,6.6,19870109151446, 39502 , 141466 
119.1,6.6,19870114200349.6, 42322 , 142557 
44.1,5.4,19870116141249.3, 42512 , 145063 
0,5,19870116182959.8, 43425 , 147502 
71.8,5.2,1987011719048.2, 39501 , 141491 
49.7,5.5,1987012108364.1, 38358 , 142080 
124,5.6,19870121202637.1, 20365 , 144497 
40,5.4,19870122211545.6, 43143 , 146289 
44.7,5.1,19870127103035.7, 35322 , 141067 
62,5,19870204211521.8, 24296 , 121558 
30,6.4,19870206212344.6, 36564 , 141559 
35,6.7,19870206221615.3, 36579 , 141536 
154,5,19870208030834, 46310 , 149473 
22,5.2,19870210145523.4, 42254 , 147276 
38,5,19870211012350.2, 35463 , 143042 
0,5.3,19870211022243.4, 27060 , 126478 
583.8,5.9,19870212024250.4, 43141 , 132549 
349.3,5.2,19870213004123.4, 45352 , 142500 
48.3,5.3,19870213190137.7, 36373 , 141036 
39.7,5.1,19870216044058.7, 36519 , 141331 
0,5.1,1987022403194.7, 25022 , 124079 
82,5.1,1987022609242.3, 30030 , 142179 
30.5,5.6,1987022815521.6, 37002 , 141448 
42,5,19870307121635.6, 35124 , 140574 
28.5,5.6,1987031012249.7, 36574 , 141495 
0,5.6,19870311011449.5, 40367 , 145301 
0,5.1,19870311025628.3, 40358 , 145259 
0,5.6,19870311032430.7, 40352 , 145288 
0,5.2,19870316124612.3, 40387 , 145252 
48.1,6.6,19870318123629, 31584 , 132037 
51.3,5,19870318125812.6, 32026 , 132028 
47.6,5,19870318140018.4, 32042 , 132035 
0,5,19870318145010, 27275 , 130055 
33,5,19870318170220.7, 26291 , 142201 
532.7,5.6,19870320062749, 29117 , 138168 
42.2,5.2,19870323135818, 31571 , 132049 
21.6,5.9,19870324214947.4, 37289 , 137542 
39.2,5.1,19870328200410.9, 30352 , 131386 
39.7,5.4,19870328202635.3, 30345 , 131362 
45,5,19870328204454.7, 30335 , 131355 
40,5,19870330213053.4, 43267 , 147414 
44,6.6,19870407094043.4, 37182 , 141518 
60.9,5.1,19870410195940.2, 36074 , 139523 
29.3,5.1,19870412070136.9, 31342 , 131567 
1,5.3,19870412132733.1, 44417 , 149555 
44.5,6.1,19870417042323.3, 37018 , 141393 
92,5,19870417070313.2, 22042 , 144129 
76.8,5.1,19870417163340.3, 35447 , 140083 
7,5.1,1987041810087.6, 37136 , 143243 
45.2,5.1,1987042019099.6, 37291 , 141401 
46.8,6.5,19870423051323.4, 37055 , 141374 
162.2,5.4,1987042705027.2, 31538 , 139556 
17,5.5,19870428015856, 37459 , 142503 
8.6,5.2,19870430101030.8, 28232 , 129465 
52.7,5,19870430220121.5, 32355 , 132179 
50.3,5.1,1987043022469.2, 37100 , 141299 
22.7,5.3,19870502080613.2, 37083 , 142050 
197,5.3,19870504022124.3, 28234 , 127441 
44,5,19870504192255.6, 28497 , 131357 
462.8,7,19870507120549.7, 46349 , 139561 
8.1,5.6,19870509125432.4, 34088 , 135243 
53,5.5,19870510015121.1, 36123 , 141594 
44,5,19870510212317.7, 37330 , 142011 
14.9,5.1,19870511063518.5, 34559 , 139153 
50.4,5.7,19870512055143.2, 38518 , 142080 
67,5,19870517215945.2, 43574 , 148198 
497,6.7,19870518120732.4, 48471 , 149026 
129.7,5.4,1987051816186.7, 43538 , 146586 
409.6,5.4,19870519091432.2, 29545 , 139308 
0,5,19870526104946.2, 30225 , 143185 
22.2,5.6,19870526210749.8, 38134 , 142283 
16.6,5,19870528060334.2, 35002 , 135316 
119,5.2,19870530023737.1, 22281 , 143107 
0,5,19870605090817.5, 39474 , 143055 
33,5.8,19870607144946, 20246 , 121259 
215,5.4,1987061218514.2, 25509 , 122170 
0,5.1,19870618141630.4, 39039 , 143422 
52.8,5.2,1987062512276, 41279 , 143507 
26,5.5,19870626161159.6, 37101 , 142076 
19,5.2,19870626161324.4, 37097 , 142010 
35,5.2,19870627163857.8, 24172 , 121437 
428.6,5.3,1987062718032.2, 30045 , 139152 
56.5,5.1,1987063018177.7, 36112 , 140051 
0,5,19870702203847.4, 37078 , 142208 
0,5.4,19870702221029.8, 44086 , 148560 
167.4,5.7,19870703191044.7, 31135 , 130297 
49.5,5.1,19870705114211.1, 30009 , 131203 
4,5,19870706024528.8, 43133 , 147413 
156,5.5,1987070907567, 45356 , 149529 
23,5.9,19870711223138.2, 36554 , 143057 
528,6,1987071508463.4, 49050 , 149192 
24,5.7,19870715131332.9, 29099 , 130570 
70,5.3,19870716102936.4, 29105 , 130571 
324.5,5.9,19870716144628.5, 33062 , 138169 
18,5.1,19870719194838.5, 22236 , 120283 
4,5.2,19870720215643.3, 43420 , 148064 
0,5.1,19870731024624, 43471 , 148046 
100,5.2,19870731215318.6, 44318 , 149155 
112.9,5,1987080104048.6, 41212 , 141399 
51,5,19870802111231.8, 32301 , 131517 
35,5.2,19870803035354.2, 21133 , 144095 
37,5.1,19870807015519.5, 43548 , 148106 
48,5.3,19870811025746.8, 43230 , 147274 
57,5.2,19870813014323.8, 44405 , 148336 
29.7,5,19870815082239.2, 36518 , 141488 
0,5,19870829191249.3, 37275 , 143267 
55.4,5,19870902093714.6, 24323 , 123192 
57.5,5,1987090318312.4, 30537 , 131428 
0,5.2,19870911065313.3, 43316 , 147446 
0,5.5,19870913230740.9, 39282 , 144521 
201.1,5.6,19870914191713.5, 30283 , 140173 
151,6,19870923161547.4, 45122 , 149422 
41.3,5.8,19870924135521, 36378 , 141189 
450.4,5.7,19871002163828, 27233 , 140205 
0,5.1,1987100309210.5, 43182 , 147549 
42.1,5.8,19871004192719.6, 37180 , 141439 
38,5,19871007154235.2, 27300 , 129425 
173.4,5.2,19871008113044.1, 43246 , 142152 
367.7,5.2,19871013070946.6, 32380 , 137597 
100,5.2,19871014163726.6, 21164 , 121516 
17,5,19871019110011, 27336 , 128170 
63,5.1,1987102012524.4, 41390 , 144204 
32,5.1,19871020231851.2, 27366 , 140366 
64.5,5.3,19871022135858.6, 29556 , 130566 
0,5.6,19871106165654.7, 44595 , 149328 
48.1,5.4,19871107072714.1, 43182 , 146087 
463.5,5.2,19871108190030.4, 32173 , 136577 
41.1,5,1987111102381, 37181 , 141419 
20,5.4,19871112215226.3, 44257 , 149440 
8.4,5.4,19871118005722.5, 34145 , 131274 
44,5.7,19871120011535.2, 24136 , 142367 
396.5,5.1,19871208144911.8, 34366 , 134545 
197.7,6.4,19871212135150.3, 29404 , 140398 
466.2,5.4,1987121311499.5, 30221 , 138326 
0,5.3,19871214093614.3, 44195 , 147356 
143,6.3,19871215235743.3, 23598 , 143537 
57.9,6.7,19871217110816.8, 35225 , 140296 
51.7,5,19871217111511.6, 35215 , 140305 
33,5,19871218145344, 23122 , 121024 
0,5,19871223034731.9, 39429 , 143364 
260.9,5.1,19871224191611.2, 44286 , 141178 
33,5,19910101194253.2, 22340 , 144318 
57.5,5.3,19910104033657.4, 33329 , 132191 
0,5.2,19910105092752.1, 44343 , 148537 
0,5.4,19910105181825.9, 44175 , 149114 
55,5.2,19910118053157, 24146 , 122281 
11,5.9,19910118103626.7, 23423 , 121218 
543.3,5,19910120025134.3, 27509 , 139244 
52,5,19910120200733.2, 43192 , 146591 
0,5.1,19910125223859.1, 38108 , 143352 
0,5,19910131045342.8, 43521 , 147470 
33,5,19910204190055.5, 23508 , 121452 
372.2,5.1,1991020901261.2, 32445 , 137568 
41.6,5.3,19910302080636.5, 40171 , 142182 
20,5.6,1991031215045.3, 23055 , 120025 
40,5.4,19910318101912.3, 44166 , 148598 
20,6.4,19910326125822.7, 21422 , 122021 
15,5.2,19910402032634.4, 39536 , 143452 
19,5,19910402033438.2, 39539 , 143456 
66.8,5,19910413103832.6, 43376 , 146254 
86,5.9,19910414170858.3, 27113 , 127311 
52.2,5.5,1991042409322.3, 42430 , 144508 
459.7,6.6,19910503111416.3, 27592 , 139599 
16,5.4,19910504143633.9, 23495 , 123220 
427,5.6,19910504233132.5, 27203 , 140293 
71,5.2,19910506183143.7, 29501 , 131351 
18.3,6,19910507220930.4, 39225 , 144580 
14.7,5.3,19910517025822.5, 26214 , 125525 
3,5,19910602120525.5, 40173 , 144009 
8.2,5,19910603023540.9, 40112 , 144123 
10,5,19910610012813.3, 36166 , 141436 
119.5,5.8,19910613051136.3, 42451 , 143249 
61.4,5.4,19910615102141.1, 39283 , 141538 
40,5.2,1991061705490.5, 39314 , 145015 
48.6,5.2,19910625124917.9, 36386 , 140581 
448,5.5,19910705195824.7, 47411 , 147017 
33,5.1,19910709003017.7, 23529 , 142331 
92,5.4,1991071014525.4, 43150 , 145423 
187.8,5.3,19910714231910.1, 36252 , 138303 
23,5,1991071700307.4, 25098 , 125081 
251.1,5.1,19910724183636.4, 32217 , 139071 
39,5.3,1991073014163.5, 29568 , 131283 
6,5.9,19910803173315.9, 29225 , 129010 
42.5,5.9,19910806234931.8, 35491 , 141094 
6.4,5.1,19910811120719.4, 39472 , 143311 
201,5,19910815093149.9, 26088 , 141185 
0,5.2,1991081607433.1, 44564 , 149143 
0,5.2,19910821001232.1, 44222 , 149290 
55.8,5.8,19910826235946.5, 42095 , 144473 
13.4,5.9,1991082810292.2, 35194 , 133112 
66.7,5,19910902120343.1, 42174 , 143073 
33.1,6.3,19910903174447.4, 33412 , 138497 
392.8,5,19910907141128, 46374 , 145106 
426,5.3,19910922051920.8, 38050 , 134472 
33,5.6,19910930184443.4, 22276 , 121269 
145,6,19911008123118.9, 44562 , 149106 
200.1,5,1991100819513.4, 40322 , 139488 
38,5,19911009003938, 28301 , 130169 
33,5.1,19911012140839.9, 22516 , 121281 
64,5.3,19911016150559, 32423 , 142191 
59.7,5.3,19911018015728.1, 42565 , 145058 
0,5.4,19911019141846.4, 44211 , 149350 
0,5.1,19911019144528.7, 44167 , 149381 
52,5.3,19911020185127.5, 33227 , 135161 
14.5,5.1,19911024032247.8, 37084 , 142085 
104.9,5.7,1991102519393.6, 43124 , 144264 
80,5.2,19911025234037.3, 23501 , 122443 
31.6,5.2,19911027140647.3, 36032 , 141203 
18.5,6,19911028100912.8, 33554 , 131099 
60,5.1,19911031025656.7, 23204 , 142377 
0,5.5,19911104141734, 31317 , 140421 
84.3,6.3,19911112073450.1, 25170 , 143055 
321.3,5.3,1991111404204.2, 33351 , 138065 
26.5,5.2,1991111716467.5, 40039 , 142427 
67.4,5,19911118052439.8, 41243 , 143002 
25,5.2,1991111817566.2, 37534 , 142462 
0,5.1,1991112700293.1, 39480 , 143491 
63.7,6.3,19911127044048.9, 42000 , 142397 
50.3,5.1,1991121713235.1, 43083 , 145345 
25,5.2,19900101062949.7, 43561 , 147430 
261.4,5,19900105082556, 32275 , 139045 
60.7,5.3,19900107222847.1, 41336 , 142018 
0,5.5,19900110120915.5, 39363 , 143416 
0,5.9,19900110121114.6, 39384 , 143415 
11.2,5,19900111201051.7, 35068 , 135585 
47,5.1,19900115214228.4, 24255 , 122038 
33.3,5.2,19900120115554.7, 40078 , 142276 
43.2,5.3,1990013012153.8, 42565 , 145269 
371.2,5,19900131045846, 34303 , 136264 
17,5,19900210012455.4, 39563 , 144075 
10,5.1,19900210025726.6, 31459 , 121010 
38.3,5.5,1990021202466.6, 36243 , 141010 
72,5.9,1990021711281, 29333 , 130452 
5.8,6.5,19900220155339.8, 34458 , 139138 
14,5.1,19900220161752.4, 34399 , 139137 
0,5.2,19900225145313.6, 44457 , 149035 
32.6,5.2,19900302064057.1, 30311 , 131096 
144.1,5.1,19900303141134.9, 32117 , 139578 
22,5.1,1990030515136.9, 20423 , 143533 
0,5.4,1990031102394.4, 44540 , 149593 
49,5.4,19900312074633.3, 33256 , 138438 
34,5.6,19900320101221.1, 27361 , 142254 
75,5.4,19900321070450.9, 29318 , 131283 
0,5.1,1990032406062.4, 43377 , 147363 
0,5,19900325213445.1, 44441 , 148496 
128,5.5,1990033009427.4, 20106 , 122016 
19,6,19900401043141.5, 42452 , 147064 
20,5.1,19900401061232.4, 42455 , 147035 
240.6,5.9,1990040201137.8, 24421 , 141511 
20.7,5.2,19900408133426.2, 36177 , 142035 
113,5,19900408182624.8, 44225 , 148342 
69.4,5.5,19900411165337.3, 42288 , 144097 
367.9,6.1,19900412055113.7, 35312 , 135383 
449.8,5.9,19900414170013.9, 27193 , 140251 
530.1,5.7,19900422075654.6, 47256 , 139360 
7,5.1,19900425112420.9, 24342 , 123355 
0,5.2,19900430113057, 40052 , 142527 
58,5.4,19900503164543.4, 36262 , 140366 
596,6.2,19900511221018.7, 41591 , 131017 
594.3,7.2,1990051213506.2, 49158 , 142134 
67.4,5,19900516070753.9, 42309 , 144219 
271.9,5.4,1990051710047.8, 37031 , 137061 
2,5,19900518082548.6, 39312 , 143401 
41.5,5.8,1990051808282.2, 26404 , 127539 
0,5.4,19900519154635.3, 40129 , 143285 
319.8,5,19900520004810.6, 27312 , 140437 
0,5.4,1990052011442.8, 29408 , 128203 
72,5.7,19900520154353.9, 43255 , 147299 
0,5,19900520205451.9, 44301 , 148327 
36,5.6,19900523215225.4, 20335 , 120511 
20.2,5.3,19900524210937.7, 28050 , 129518 
9,5,19900526170554.6, 43283 , 147440 
96.5,5.2,1990052901127.8, 43313 , 147153 
51,5,1990053021382.5, 24074 , 126382 
59.3,6,1990060110229.2, 35387 , 140436 
122.8,5.3,19900605224252.9, 35334 , 139116 
34,5.3,1990061000202.2, 43404 , 147565 
21,5,19900610050835.8, 44092 , 147591 
14,6.1,19900616135340.6, 27598 , 127535 
148,5.2,19900627065446.8, 35003 , 139068 
0,5.4,19900701034918, 44174 , 149326 
0,5,19900701035745.7, 44124 , 149147 
76,5.1,19900704033214.2, 36026 , 140070 
120,5.5,19900704112441.2, 25223 , 124333 
97.8,5,1990070712574.4, 30194 , 130175 
58.4,5.1,1990070906137.6, 41096 , 142113 
0,5.2,19900713230937.5, 44504 , 149248 
2,5.1,1990071407127, 39358 , 143401 
10,5.2,19900716161222.1, 23537 , 121446 
33.6,5,19900716190813.6, 36105 , 141195 
52.2,5,19900716213510, 39204 , 142025 
47,6.1,19900717041459.1, 24102 , 122104 
4.3,5.5,19900728125952.9, 37070 , 142114 
33,5,1990072918200.6, 31281 , 140090 
63,5.2,19900730101317.8, 29561 , 130198 
529,6.2,19900805103456.6, 29276 , 138001 
39.1,5.8,19900805123625.1, 36243 , 141064 
13.6,5.3,1990080516132.1, 35126 , 139055 
165.2,5.4,19900816080857.4, 43409 , 143246 
0,5.2,1990081620577.9, 45410 , 149448 
352.9,5.8,19900820090356.2, 45490 , 142285 
49.9,5.5,1990082308477.2, 35209 , 140236 
49.5,5.2,19900823114456.6, 35217 , 140241 
51.7,5,19900825152116.9, 32447 , 140448 
74,5.2,19900827195251.1, 29256 , 142366 
0,5,19900831155958, 39426 , 143411 
21,5,19900831210850.5, 39490 , 143446 
521.2,5.7,19900909115026.3, 27596 , 139370 
35,5.1,19900910214249, 35439 , 142316 
85,5.9,1990091123093.9, 22364 , 120553 
58.4,5.5,19900913115846.5, 33352 , 141052 
55,5,19900920024951.7, 30552 , 131328 
0,5,1990092319060.2, 39349 , 143066 
60,6.6,1990092406136.7, 33064 , 138378 
42,6,1990092407094.2, 33086 , 138353 
11.4,5.4,19900929075712.8, 34597 , 134171 
45,6.1,1990100104050.9, 24114 , 125195 
50.8,5.2,1990100623331.7, 36293 , 140366 
386.2,5.6,19901010172256.1, 27291 , 140430 
78,5.2,19901011003217.4, 29099 , 131493 
71.9,5.7,19901102215017.5, 41134 , 142111 
50,5.1,1990110405436, 45296 , 149563 
327.1,5.1,1990110509206.2, 33576 , 137557 
0,5,19901111040555.2, 44165 , 142077 
114,5.2,19901111164821.5, 31077 , 142106 
61,5.3,1990111208596.2, 24168 , 121446 
3,6.1,1990111311357.1, 46056 , 138573 
30,5,19901114060112.9, 44529 , 148462 
30,5,19901114234338.8, 45418 , 138207 
74.2,5.1,19901118203027.3, 41265 , 142585 
484.7,5,1990112016247.7, 27369 , 140223 
13.8,5.1,19901121104433.4, 35166 , 133204 
0,5.4,19901123041516.6, 44440 , 148379 
14,5.2,19901123193331, 35164 , 133216 
12.4,5.1,19901201202333.6, 35168 , 133204 
0,5.2,19901202170551.8, 40133 , 143388 
14.9,5.4,19901207183818.5, 37126 , 138334 
4.2,5.3,19901207184044.6, 37129 , 138335 
44.2,5.2,19901210162724.2, 42567 , 145264 
0,5.4,1990121208090.4, 44270 , 148239 
154,5.4,19901212122551.8, 26597 , 126286 
14,5.9,19901213120149, 24019 , 121401 
10,5.1,19901213173728.5, 23377 , 121388 
10,5.9,19901214045017.9, 23446 , 121413 
7,5.3,1990121405288.7, 23463 , 121530 
10,5.4,19901214054237.5, 23384 , 121530 
10,5,1990121406005.6, 23492 , 121504 
10,5.1,19901214063030.9, 23380 , 121415 
10,5.4,19901214065637.8, 23344 , 121450 
10,5,19901214071833.2, 23392 , 121495 
10,5,1990121407432.8, 24000 , 121336 
10,5.4,19901214081859.3, 23348 , 121395 
10,5.7,1990121408284.6, 23453 , 121404 
10,5,19901214104353.1, 23451 , 121509 
10,5.2,19901214113738.7, 23334 , 121440 
33,5.2,19901216053010, 24488 , 145269 
10,5,19901219090812.8, 23302 , 121347 
10,5.3,19901219092024.8, 23452 , 121342 
10,5.4,19901220083835.5, 23385 , 121376 
0,5.1,19901222085859.4, 43512 , 147594 
0,5.3,19901224213734.6, 39357 , 143432 
18,5.6,19901225232153.2, 23466 , 121351 
10,5.3,1990122523305.4, 23511 , 121279 
30,5.1,19901229203614.5, 44244 , 148593 
10,5.1,1990123001439.8, 23560 , 121493 
32.2,5.2,1990123108057.5, 35095 , 140286 
15.8,5,19890102194559.8, 34037 , 139058 
68.7,5.7,19890103134112.3, 29320 , 131184 
45,5,19890106130248.4, 20048 , 121248 
57,5,19890107035225.2, 36234 , 141529 
34,5.6,19890107040824.5, 36222 , 141576 
64.6,5.1,19890116162420.6, 41288 , 141571 
49,5.6,19890121230610.1, 29267 , 131319 
58,5.1,19890121231354, 29286 , 131391 
62,5.1,19890122023736.9, 29269 , 131240 
68.8,5.5,19890122054236.7, 29253 , 131277 
57,5.1,19890122055328.6, 29228 , 131282 
525.6,5,19890123022945.6, 27521 , 139575 
64,6,19890123072017.8, 41452 , 144310 
49,5.8,19890125050338, 42074 , 142472 
62,5.4,19890128162650.1, 33162 , 142054 
0,5.4,19890130023450.1, 44060 , 148285 
91,5.3,19890201192241.2, 31437 , 140343 
331.2,5.1,19890204155255.2, 45374 , 143074 
61.4,5.4,19890204195650, 37188 , 141188 
58.5,5.5,19890205105948.3, 33304 , 141000 
45.4,5.4,19890219135824, 34367 , 136279 
55.3,5.6,1989021921279.7, 36013 , 139543 
355.1,5.1,19890222154244.7, 32292 , 138159 
10,6,1989030111421.4, 44101 , 149008 
20,5.1,19890301220818.9, 44018 , 149123 
86,5.1,19890305195719.1, 44032 , 147482 
55.7,6,19890306233944.3, 35418 , 140426 
0,5.3,19890310124044.5, 44116 , 147535 
44.5,5,19890311161217.2, 35547 , 140335 
356.2,5.1,19890313132357, 34045 , 137133 
63.4,5.1,19890315030042.2, 43146 , 146450 
87.3,5.5,19890317112157, 27094 , 127269 
50.6,5.4,19890318013718.7, 35441 , 140435 
15,5.3,19890320113652.6, 24188 , 125090 
396.1,5.1,19890321110051.6, 36598 , 134397 
58,5.2,19890323183121.9, 33480 , 141362 
252.6,5.5,19890329091456.6, 27321 , 140539 
40.1,5.6,19890330231214.1, 41447 , 143468 
121,5.3,19890416142424.8, 26248 , 126297 
64.8,5.3,19890426021837.7, 35548 , 140294 
86,6.5,1989042711203.6, 30375 , 141098 
52.3,5.1,19890428002645.7, 37301 , 141308 
410.4,5.5,19890509081843.6, 32229 , 137502 
0,5.2,19890510190617.3, 40148 , 143596 
38.5,5.3,19890516030538.1, 24143 , 122173 
0,5.3,19890516042423.7, 43180 , 147474 
54.7,5,19890601133939.2, 36578 , 141575 
401,5.4,19890604081311.1, 33280 , 136558 
0,5,19890609054821.3, 44382 , 149497 
155,5.5,19890610015212.6, 20150 , 145041 
395.4,5.2,19890613175241.9, 30547 , 138490 
0,5.2,19890615064433.6, 40121 , 144400 
385.2,6.6,19890617084236.3, 31536 , 138205 
165,5.4,19890623210052.8, 22196 , 142580 
215.9,5.3,19890628104117, 26072 , 141343 
2.4,5,19890705022821.4, 34591 , 139072 
4.5,5.3,19890707000144.2, 34587 , 139078 
3.4,5.5,19890709110911.6, 34597 , 139065 
67,5,19890712074358.1, 32046 , 140368 
44.4,5.5,19890730133823.8, 33227 , 140556 
418.2,5.4,19890803130947, 32319 , 137383 
10,5.9,19890803203120.1, 23004 , 122009 
34,5.3,19890804141013, 31055 , 131260 
39,5.1,19890806083031.8, 33243 , 140546 
46.4,5.5,19890807075357.8, 42495 , 145078 
54.9,6,19890822081238.3, 24212 , 122122 
64.9,5.1,1989082216569.6, 41271 , 142061 
86,5,19890823152812.9, 27320 , 129365 
0,5.1,19890824213959.1, 44076 , 148589 
38.9,5.3,19890826091143.4, 36162 , 140565 
403.3,5.4,19890830003041, 47300 , 148250 
9.7,5.5,19890903091933, 25428 , 125090 
0,5.8,19890905202552.2, 29330 , 128324 
0,5.7,19890905220334.7, 29338 , 128343 
39,5,19890907165731.8, 23523 , 121398 
269,5,19890919064248.2, 37045 , 137092 
31,5.5,19890924025138.3, 22363 , 122016 
52.5,5.2,19890925021842.3, 33209 , 134545 
33,5.3,19891002042434.7, 31071 , 131237 
21.2,5.7,19891014061958.6, 34496 , 139300 
9,6.2,19891027020643.3, 39462 , 143501 
10,5.4,19891027050126.5, 39454 , 143517 
13.3,5.3,19891027074117.9, 35157 , 133224 
14,5,1989102707532.3, 39485 , 143500 
7,5.2,19891027075640.3, 39493 , 143511 
7,5.2,19891027091959.5, 39476 , 143508 
0,6.1,19891027104555.8, 39496 , 143556 
0,5.6,1989102711069.3, 39442 , 143490 
0,5.1,1989102711242.4, 39555 , 143455 
13,5,19891027120323.7, 39397 , 143543 
12,5.2,1989102717093.2, 39531 , 143482 
0,6,19891029120911.5, 39345 , 143451 
0,5.1,19891029123232, 39362 , 143418 
0,6.5,19891029142537.8, 39313 , 143444 
0,5.1,19891029142937.8, 39310 , 143409 
0,5.2,19891029143752.2, 39302 , 143410 
0,5.5,19891029195124.3, 39270 , 143477 
0,5,19891029214539.2, 39389 , 143389 
0,5.7,19891030005310.5, 39250 , 143506 
2,5.2,1989103008185.7, 39448 , 143298 
0,5,19891031140756, 39373 , 143291 
0,5.3,1989110121240.4, 39287 , 143346 
0,5.4,19891101212425, 39330 , 143292 
0,7.1,19891102032533.5, 39515 , 143032 
29,6.3,19891102033634.6, 39393 , 143217 
3,5.2,19891102045242.4, 39297 , 144016 
14.5,5.5,19891102045710.8, 35153 , 133221 
27.1,5.4,1989110205200.3, 40020 , 142504 
1,5.1,19891102080442.8, 39163 , 143534 
20,5.5,19891102080545, 39074 , 143228 
0,5,19891102082014, 39192 , 143493 
0,5.2,19891102100940.5, 39235 , 143498 
35,5.1,19891102101020.7, 39191 , 143509 
0,5.2,19891102104236.8, 39395 , 143425 
0,5,19891102190310.5, 39402 , 143141 
0,5.5,19891102205144, 39233 , 143354 
18,5.1,19891102205949.3, 39445 , 143510 
3.9,5.7,19891102224213.8, 40037 , 143329 
2,5.2,19891103144947.1, 39366 , 143201 
0,5.9,1989110505120.7, 39014 , 143501 
0,5.5,19891105055111.1, 39065 , 143555 
0,5.5,19891105065640.6, 39144 , 143474 
0,5.5,1989110522421, 39082 , 143549 
27.5,5.2,19891106000824.9, 40040 , 142471 
16,5.4,19891106005619.8, 39096 , 143475 
39,5.5,19891106175619.2, 40106 , 142271 
10.5,5.7,19891107001250.1, 25536 , 125291 
0,5.1,19891107122719.3, 39118 , 143524 
127,5,1989110909297.6, 29386 , 141365 
50,5.2,19891110130528.6, 30011 , 131060 
0,5.2,19891117170051, 39323 , 143389 
3,5.1,19891118135015.2, 40115 , 143577 
47.2,5.3,19891119005651.9, 42504 , 145060 
37,5.3,1989112103552.9, 28016 , 129290 
16,5.5,19891121113649.6, 44094 , 148060 
35,5.1,1989112113477.7, 40105 , 142243 
0,5.2,19891121191317.5, 39426 , 143381 
0,5.4,19891124004941.7, 39525 , 143176 
68,5.3,19891127172734.1, 21517 , 144262 
33,5.2,19891130235321.3, 21228 , 146142 
520,5,19891201135717.2, 30511 , 137319 
0,5.5,19891202211516, 39308 , 143256 
0,5,19891202212013.6, 39268 , 143280 
0,5.1,1989120221502.3, 39267 , 143305 
4.8,5.1,1989120222367.6, 39260 , 143323 
0.5,5.2,19891203010542.9, 39278 , 143324 
